id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,selling_price,selling_date,most_recent_activity,lively_cluster,sqft_footprint,lot_to_footprint_ratio,density_cluster,central_dense,price_per_sqft,zip_median_price_per_sqft,deal_vs_zip,dense_neighbors,area_recency,km_to_downtown,score_deal_vs_zip,score_dense_neighbors,score_grade,rating
993001961,3,2.25,1390,1484,3.0,False,0.0,3,8,1390,0,2007,,98103,47.6912,-122.343,1250,1087,374950.0,2014-07-09,2007.0,high-high,463.3333333333333,3.2028776978417266,low-low,True,269.7482014388489,360.4703998615198,0.28992090818190003,37,1980.4,9.062584648383734,9.3,8.1,4.0,7.8
4310702837,3,3.25,1370,1227,3.0,False,0.0,3,8,1370,0,2007,,98103,47.6964,-122.341,1370,1236,375000.0,2014-12-01,2007.0,high-high,456.6666666666667,2.686861313868613,low-low,True,273.7226277372263,360.4703998615198,0.2752945586563209,36,1995.8536585365853,9.641019142366455,9.2,7.9,4.0,7.7
993000327,3,2.0,1270,1320,3.0,False,0.0,3,8,1270,0,2006,,98103,47.6937,-122.342,1370,1320,369950.0,2014-05-06,2006.0,high-high,423.3333333333333,3.1181102362204727,low-low,True,291.2992125984252,360.4703998615198,0.21305888388563815,47,1988.1666666666667,9.340385852079947,8.3,9.2,4.0,7.7
9828701605,3,2.5,1740,2350,2.0,False,0.0,3,8,1130,610,1995,,98112,47.6207,-122.297,1740,3201,585000.0,2014-10-02,1995.0,high-high,565.0,4.15929203539823,low-low,True,336.2068965517241,424.24242424242425,0.2325783131254966,43,1977.888888888889,3.6020930371661173,8.6,8.8,4.0,7.7
8929000040,3,2.5,2010,2778,2.0,False,0.0,3,8,1390,620,2014,,98029,47.5528,-121.999,1540,1689,462608.0,2014-08-20,2014.0,high-high,695.0,3.9971223021582736,low-low,True,230.15323383084578,271.42857142857144,0.1649536949642464,49,2008.2884615384614,26.50812771920755,7.7,9.7,4.0,7.7
993002177,3,2.5,1380,1547,3.0,False,0.0,3,8,1380,0,2000,,98103,47.6908,-122.341,1380,1465,345000.0,2015-05-06,2000.0,high-high,460.0,3.3630434782608694,low-low,True,250.0,360.4703998615198,0.36594892692445163,33,1983.0434782608695,9.018356532190355,9.6,7.2,4.0,7.7
3278604510,3,2.5,1800,2790,2.0,False,0.0,3,8,1800,0,2011,,98126,47.5455,-122.371,1580,2036,364000.0,2014-06-25,2011.0,high-high,900.0,3.1,low-low,True,202.22222222222223,274.4500239120038,0.30540197938826785,34,2004.837837837838,7.458432856040236,9.4,7.5,4.0,7.7
9828702310,2,1.5,1295,1093,2.0,False,0.0,3,9,1105,190,2007,,98112,47.6192,-122.299,1295,1413,487028.0,2014-06-11,2007.0,high-high,552.5,1.9782805429864254,low-low,True,376.08339768339766,424.24242424242425,0.12049412598606353,46,1984.4259259259259,3.40614251135567,7.0,9.1,7.0,7.7
993000950,2,1.5,1110,1200,3.0,False,0.0,3,8,1110,0,2000,,98103,47.6931,-122.342,1110,1363,320000.0,2014-09-06,2000.0,high-high,370.0,3.2432432432432434,low-low,True,288.2882882882883,360.4703998615198,0.22344886431716862,41,1984.4545454545455,9.273668982663498,8.5,8.6,4.0,7.6
8929000350,3,2.5,2010,2212,2.0,False,0.0,3,8,1390,620,2014,,98029,47.5523,-121.998,1690,1619,472217.0,2014-08-04,2014.0,high-high,695.0,3.1827338129496403,low-low,True,234.93383084577115,271.42857142857144,0.14439511247263845,50,2008.1509433962265,26.594379729140968,7.5,9.9,4.0,7.6
9524100050,3,1.75,1255,1113,3.0,False,0.0,3,8,1255,0,2010,,98103,47.6958,-122.343,1010,1038,360000.0,2014-12-22,2010.0,high-high,418.3333333333333,2.6605577689243027,low-low,True,286.85258964143424,360.4703998615198,0.22844138592028979,40,1989.3541666666667,9.574070709451755,8.5,8.6,4.0,7.6
4310702787,3,3.0,1430,1249,3.0,False,0.0,3,8,1430,0,2003,,98103,47.6971,-122.34,1020,1112,335000.0,2014-07-17,2003.0,high-high,476.6666666666667,2.6202797202797203,low-low,True,234.26573426573427,360.4703998615198,0.43095375723344753,31,1995.0882352941176,9.71983353378028,9.9,6.7,4.0,7.6
9828702251,3,2.5,1640,1269,3.0,False,0.0,3,8,1640,0,2009,,98112,47.6197,-122.3,1590,1231,579000.0,2014-06-23,2009.0,high-high,546.6666666666666,2.321341463414634,low-low,True,353.0487804878049,424.24242424242425,0.18369881139402727,47,1982.9473684210527,3.352972159542503,8.0,9.2,4.0,7.6
8929000280,3,2.5,1690,1613,2.0,False,0.0,3,8,1150,540,2014,,98029,47.5518,-121.998,1690,1662,386591.0,2014-05-19,2014.0,high-high,575.0,2.805217391304348,low-low,True,228.75207100591717,271.42857142857144,0.17106025840679118,48,2008.1538461538462,26.60789726639815,7.8,9.4,4.0,7.6
9267200345,2,2.5,1175,1366,2.0,False,0.0,3,8,740,435,2005,,98103,47.6962,-122.342,1710,1255,342000.0,2014-06-02,2005.0,high-high,370.0,3.691891891891892,low-low,True,291.06382978723406,360.4703998615198,0.21386725532021517,39,1991.9333333333334,9.618372820908368,8.3,8.4,4.0,7.5
993001976,3,2.25,1250,871,3.0,False,0.0,3,8,1250,0,2007,,98103,47.6907,-122.343,1250,1158,344000.0,2014-08-18,2007.0,high-high,416.6666666666667,2.0904,low-low,True,275.2,360.4703998615198,0.2699117387275096,34,1976.659574468085,9.00698840994958,9.0,7.5,4.0,7.5
993001563,3,2.25,1280,959,3.0,False,0.0,3,8,1280,0,2005,,98103,47.6914,-122.343,1130,1126,355000.0,2014-05-22,2005.0,high-high,426.6666666666667,2.24765625,low-low,True,277.34375,360.4703998615198,0.26215213324280817,35,1983.659574468085,9.084823147954452,8.9,7.7,4.0,7.5
8929000380,3,2.5,2010,2386,2.0,False,0.0,3,8,1390,620,2014,,98029,47.5525,-121.998,1690,1870,479990.0,2014-08-05,2014.0,high-high,695.0,3.433093525179856,low-low,True,238.80099502487562,271.42857142857144,0.1280684678186166,50,2008.1509433962265,26.58900334099318,7.2,9.9,4.0,7.5
993001914,3,2.25,1250,1033,3.0,False,0.0,3,8,1250,0,2007,,98103,47.6907,-122.343,1250,1150,344000.0,2015-01-06,2007.0,high-high,416.6666666666667,2.4792,low-low,True,275.2,360.4703998615198,0.2699117387275096,34,1976.659574468085,9.00698840994958,9.0,7.5,4.0,7.5
9828702262,3,2.25,1360,1236,2.0,False,0.0,3,8,1140,220,2006,,98112,47.6198,-122.299,1620,1231,500000.0,2014-07-24,2006.0,high-high,570.0,2.168421052631579,low-low,True,367.6470588235294,424.24242424242425,0.1431816484566844,48,1981.6724137931035,3.4274029209588606,7.4,9.4,4.0,7.5
9126100850,5,2.0,2280,3600,2.0,False,0.0,3,7,2280,0,1992,,98122,47.6056,-122.305,1740,1800,534000.0,2014-11-20,1992.0,high-high,1140.0,3.1578947368421053,low-low,True,234.21052631578948,356.65223144472515,0.42054076939007673,37,1963.7555555555555,2.8258293083967745,9.9,8.1,1.0,7.5
9826700726,3,2.5,1995,1483,3.0,False,0.0,3,8,1760,235,2005,,98102,47.6025,-122.31,1520,1173,505000.0,2014-10-06,2005.0,high-high,586.6666666666666,2.527840909090909,low-low,True,253.1328320802005,406.3637714540456,0.4733343683129044,28,1976.9722222222222,2.5433377052062416,10.0,6.0,4.0,7.4
1934800133,3,2.5,1470,1256,2.0,False,0.0,3,8,930,540,2006,,98122,47.6033,-122.309,1510,1797,397500.0,2014-07-11,2006.0,high-high,465.0,2.7010752688172044,low-low,True,270.40816326530614,356.65223144472515,0.27682863208018055,32,1977.0,2.588731647545677,9.2,6.9,4.0,7.4
263000253,3,2.25,1550,1485,3.0,False,0.0,3,8,1550,0,2011,,98103,47.6989,-122.346,1550,1480,380000.0,2015-03-30,2011.0,high-high,516.6666666666666,2.874193548387097,low-low,True,245.16129032258064,360.4703998615198,0.3854935229974219,29,1984.9565217391305,9.922670411556172,9.7,6.3,4.0,7.4
8929000330,3,2.5,1690,1609,2.0,False,0.0,3,8,1150,540,2014,,98029,47.5521,-121.998,1690,1860,404763.0,2014-07-29,2014.0,high-high,575.0,2.7982608695652176,low-low,True,239.50473372781065,271.42857142857144,0.1251258344005239,48,2008.2549019607843,26.599773623617164,7.1,9.4,4.0,7.3
477000019,3,2.25,1750,1879,3.0,False,0.0,3,8,1750,0,2001,,98107,47.6722,-122.391,1750,3155,525000.0,2014-06-20,2001.0,high-high,583.3333333333334,3.221142857142857,low-low,True,300.0,372.80056759545926,0.2172611306740848,35,1973.0208333333333,7.852721221058146,8.4,7.7,4.0,7.3
993000873,3,2.0,1270,1348,3.0,False,0.0,3,8,1270,0,2003,,98103,47.6929,-122.342,1180,1360,380500.0,2015-03-18,2003.0,high-high,423.3333333333333,3.184251968503937,low-low,True,299.6062992125984,360.4703998615198,0.1849405679554575,39,1984.3333333333333,9.251430026468578,8.0,8.4,4.0,7.3
3278603000,3,3.0,2440,2076,2.0,False,0.0,3,8,1930,510,2006,,98126,47.5476,-122.37,2440,2310,459000.0,2015-05-04,2006.0,high-high,965.0,2.1512953367875647,low-low,True,188.11475409836066,274.4500239120038,0.37771701136745484,28,2006.3030303030303,7.213195609819914,9.7,6.0,4.0,7.3
8929000360,3,2.5,1690,1613,2.0,False,0.0,3,8,1150,540,2014,,98029,47.5524,-121.998,1690,1619,413565.0,2014-08-05,2014.0,high-high,575.0,2.805217391304348,low-low,True,244.7130177514793,271.42857142857144,0.10361284824467888,50,2008.1509433962265,26.591689346111668,6.6,9.9,4.0,7.2
993001332,3,2.25,1430,1448,3.0,False,0.0,3,8,1430,0,2005,,98103,47.6916,-122.341,1430,1383,407000.0,2014-09-03,2005.0,high-high,476.6666666666667,3.0377622377622377,low-low,True,284.61538461538464,360.4703998615198,0.23627110361591894,33,1985.0227272727273,9.107308091032053,8.6,7.2,4.0,7.2
993000308,3,2.0,1270,1333,3.0,False,0.0,3,8,1270,0,2006,,98103,47.6933,-122.342,1330,1333,401000.0,2015-03-18,2006.0,high-high,423.3333333333333,3.1488188976377955,low-low,True,315.748031496063,360.4703998615198,0.13246531795062874,43,1986.2142857142858,9.295907938997107,7.3,8.8,4.0,7.2
993001342,3,2.25,1430,1383,3.0,False,0.0,3,8,1430,0,2005,,98103,47.6917,-122.341,1430,1347,397500.0,2014-08-08,2005.0,high-high,476.6666666666667,2.901398601398601,low-low,True,277.97202797202794,360.4703998615198,0.2598893549641276,32,1985.4761904761904,9.11842704189883,8.8,6.9,4.0,7.2
4310702838,3,1.5,1290,1213,3.0,False,0.0,3,8,1290,0,2007,,98103,47.6965,-122.34,1360,1227,375000.0,2015-04-27,2007.0,high-high,430.0,2.8209302325581396,low-low,True,290.69767441860466,360.4703998615198,0.21512603718986803,34,1993.525,9.653126248871065,8.4,7.5,4.0,7.2
263000325,3,2.5,1430,1002,3.0,False,0.0,3,8,1430,0,2002,,98103,47.698,-122.349,1430,1530,349000.0,2014-06-11,2002.0,high-high,476.6666666666667,2.102097902097902,low-low,True,244.05594405594405,360.4703998615198,0.39001236685608687,27,1983.7391304347825,9.83171385947067,9.8,5.7,4.0,7.2
993002247,3,2.25,1550,1469,3.0,False,0.0,3,8,1550,0,2004,,98103,47.6911,-122.341,1520,1465,430000.0,2014-07-16,2004.0,high-high,516.6666666666666,2.843225806451613,low-low,True,277.4193548387097,360.4703998615198,0.26187956703024523,31,1983.4545454545455,9.051713356661802,8.9,6.7,4.0,7.1
263000255,3,2.25,1540,1561,3.0,False,0.0,3,8,1540,0,2010,,98103,47.6991,-122.346,1540,1547,375000.0,2014-12-02,2010.0,high-high,513.3333333333334,3.0409090909090906,low-low,True,243.5064935064935,360.4703998615198,0.39226623524182497,26,1982.3488372093022,9.944900250886514,9.8,5.3,4.0,7.1
263000018,3,2.5,1530,1131,3.0,False,0.0,3,8,1530,0,2009,,98103,47.6993,-122.346,1530,1509,360000.0,2014-05-21,2009.0,high-high,510.0,2.2176470588235295,low-low,True,235.2941176470588,360.4703998615198,0.42657354874088654,26,1981.6046511627908,9.967130131022836,9.9,5.3,4.0,7.1
4310701421,2,2.5,1260,1347,3.0,False,0.0,3,8,1260,0,2005,,98103,47.6994,-122.341,1260,1356,350000.0,2014-06-17,2005.0,high-high,420.0,3.2071428571428573,low-low,True,277.77777777777777,360.4703998615198,0.26058841126662546,31,1996.0,9.974589886134028,8.8,6.7,4.0,7.1
9126100813,3,2.25,1620,1062,3.0,False,0.0,3,8,1620,0,2014,,98122,47.6051,-122.304,1560,1728,490000.0,2014-08-28,2014.0,high-high,540.0,1.9666666666666666,low-low,True,302.4691358024691,356.65223144472515,0.1647819235235428,37,1961.2954545454545,2.909112927956414,7.7,8.1,4.0,7.1
8929000030,3,2.5,1690,1689,2.0,False,0.0,3,8,1150,540,2014,,98029,47.5528,-121.999,1540,1689,419990.0,2014-08-21,2014.0,high-high,575.0,2.937391304347826,low-low,True,248.5147928994083,271.42857142857144,0.08819664356404748,49,2008.2884615384614,26.50812771920755,6.5,9.7,4.0,7.1
9126100487,3,3.0,1500,1473,2.0,False,0.0,3,8,1120,380,2000,,98122,47.6063,-122.305,1720,1976,408000.0,2014-08-13,2000.0,high-high,560.0,2.630357142857143,low-low,True,272.0,356.65223144472515,0.270959099087925,29,1967.157894736842,2.8143017892172635,9.0,6.3,4.0,7.1
263000329,3,2.5,1420,1162,3.0,False,0.0,3,8,1420,0,2002,,98103,47.6982,-122.349,1430,1560,349950.0,2014-10-08,2002.0,high-high,473.3333333333333,2.454929577464789,low-low,True,246.44366197183098,360.4703998615198,0.3802764292643188,26,1982.3260869565217,9.85392299959621,9.7,5.3,4.0,7.0
5416510060,4,2.5,2960,6219,2.0,False,0.0,3,9,2960,0,2006,,98038,47.3603,-122.037,2960,5361,367000.0,2015-03-06,2006.0,high-high,1480.0,4.202027027027027,low-low,True,123.98648648648648,170.92592592592592,0.32105770121402216,20,2002.638888888889,35.98640672965473,9.5,3.9,7.0,7.0
993002127,3,2.25,1480,1384,3.0,False,0.0,3,8,1480,0,2008,,98103,47.691,-122.342,1310,1329,436000.0,2015-02-23,2008.0,high-high,493.3333333333333,2.8054054054054056,low-low,True,294.5945945945946,360.4703998615198,0.20180968921368753,33,1983.6222222222223,9.040159949768128,8.1,7.2,4.0,7.0
3630080070,3,2.5,1500,2255,2.0,False,0.0,3,7,1500,0,2005,,98029,47.5538,-121.997,1440,2040,348000.0,2014-07-10,2005.0,high-high,750.0,3.006666666666667,low-low,True,232.0,271.42857142857144,0.15696164443290864,49,2008.2941176470588,26.627411226031008,7.6,9.7,1.0,7.0
993000136,3,2.25,1540,1270,3.0,False,0.0,3,7,1540,0,2014,,98103,47.6935,-122.341,1230,1454,449950.0,2014-10-07,2014.0,high-high,513.3333333333334,2.474025974025974,low-low,True,292.1753246753247,360.4703998615198,0.21005579573227828,43,1985.5714285714287,9.318568378611602,8.2,8.8,1.0,7.0
3278611600,3,2.5,1800,2791,2.0,False,0.0,3,8,1800,0,2011,,98126,47.5442,-122.371,1580,2617,379900.0,2014-07-14,2011.0,high-high,900.0,3.101111111111111,low-low,True,211.05555555555554,274.4500239120038,0.2626477868314288,29,2005.09375,7.596912731364679,8.9,6.3,4.0,7.0
3278602760,2,2.5,1770,1853,3.0,False,0.0,3,8,1770,0,2007,,98126,47.5472,-122.371,1770,1924,369900.0,2015-02-03,2007.0,high-high,590.0,3.140677966101695,low-low,True,208.98305084745763,274.4500239120038,0.27251602987021906,28,2006.21875,7.2777001970796675,9.1,6.0,4.0,7.0
3278611610,3,2.5,1800,2792,2.0,False,0.0,3,8,1800,0,2011,,98126,47.5442,-122.371,1580,2617,379900.0,2014-09-07,2011.0,high-high,900.0,3.102222222222222,low-low,True,211.05555555555554,274.4500239120038,0.2626477868314288,29,2005.09375,7.596912731364679,8.9,6.3,4.0,7.0
263000006,3,2.5,1530,1131,3.0,False,0.0,3,8,1530,0,2009,,98103,47.6993,-122.346,1530,1445,375000.0,2014-12-16,2009.0,high-high,510.0,2.2176470588235295,low-low,True,245.09803921568627,360.4703998615198,0.3857515542206314,26,1981.6046511627908,9.967130131022836,9.8,5.3,4.0,7.0
263000327,3,2.5,1460,1319,3.0,False,0.0,3,8,1460,0,2002,,98103,47.698,-122.349,1430,1530,400000.0,2015-02-27,2002.0,high-high,486.6666666666667,2.7102739726027396,low-low,True,273.972602739726,360.4703998615198,0.27438173339896116,27,1983.7391304347825,9.83171385947067,9.1,5.7,4.0,6.9
567000401,4,2.5,2100,1397,3.0,False,0.0,3,8,1580,520,2008,,98144,47.5928,-122.295,1490,1201,546000.0,2015-04-21,2008.0,high-high,526.6666666666666,2.6525316455696206,low-low,True,260.0,302.63157894736844,0.15183452360942798,35,1987.32,4.006913598048391,7.6,7.7,4.0,6.9
9126100765,3,1.75,1320,1014,3.0,False,0.0,3,9,1320,0,2015,,98122,47.6047,-122.305,1380,1495,455000.0,2014-08-01,2015.0,high-high,440.0,2.3045454545454547,low-low,True,344.6969696969697,356.65223144472515,0.034095483031251435,41,1969.936170212766,2.8437139119237913,5.4,8.6,7.0,6.9
9828702518,2,2.25,1230,932,2.0,False,0.0,3,8,1020,210,2004,,98112,47.6192,-122.301,1230,1064,479000.0,2014-06-17,2004.0,high-high,510.0,1.8274509803921568,low-low,True,389.4308943089431,424.24242424242425,0.08561861910432635,47,1985.9811320754718,3.2639489246752595,6.4,9.2,4.0,6.9
4310703083,3,2.0,1220,1186,3.0,False,0.0,3,8,1220,0,2007,,98103,47.6972,-122.341,1280,1251,355000.0,2014-05-23,2007.0,high-high,406.6666666666667,2.9163934426229505,low-low,True,290.9836065573771,360.4703998615198,0.2141429140564474,31,1992.8285714285714,9.72997124660163,8.3,6.7,4.0,6.9
2767600673,3,2.5,1450,1053,2.0,False,0.0,3,8,940,510,2008,,98107,47.6754,-122.374,1410,1080,460000.0,2014-07-01,2008.0,high-high,470.0,2.2404255319148936,low-low,True,317.2413793103448,372.80056759545926,0.16138067227962824,35,1967.2941176470588,7.684153764233696,7.7,7.7,4.0,6.9
567000408,3,2.5,1495,936,3.0,False,0.0,3,8,1405,90,2006,,98144,47.593,-122.295,1495,1186,400000.0,2014-06-02,2006.0,high-high,468.3333333333333,1.9985765124555162,low-low,True,267.55852842809367,302.63157894736844,0.12317781435962347,36,1989.04,3.9965260588512397,7.1,7.9,4.0,6.8
4310701577,3,3.25,1410,1253,3.0,False,0.0,3,8,1410,0,2005,,98103,47.6981,-122.34,1410,1253,382000.0,2014-05-09,2005.0,high-high,470.0,2.6659574468085108,low-low,True,270.92198581560285,360.4703998615198,0.28557894057019984,26,1994.2413793103449,9.8310126336366,9.3,5.3,4.0,6.8
3126049154,3,3.0,2400,3192,2.0,False,0.0,3,7,2400,0,1991,,98103,47.6963,-122.348,1360,3192,570000.0,2014-09-25,1991.0,high-high,1200.0,2.66,low-low,True,237.5,360.4703998615198,0.41724222131200217,28,1981.5714285714287,9.639275559417092,9.9,6.0,1.0,6.8
9828702519,2,2.5,1230,1391,2.0,False,0.0,3,8,870,360,2004,,98112,47.6192,-122.301,1240,1350,490000.0,2014-05-12,2004.0,high-high,435.0,3.197701149425287,low-low,True,398.3739837398374,424.24242424242425,0.06291382541056918,47,1985.9811320754718,3.2639489246752595,6.1,9.2,4.0,6.8
2767603215,3,2.0,1450,2400,1.5,False,0.0,3,8,1450,0,1900,2003.0,98107,47.6726,-122.381,1450,4275,490000.0,2014-05-16,2003.0,high-high,966.6666666666666,2.4827586206896552,low-low,True,337.9310344827586,372.80056759545926,0.09820177065809663,39,1975.468085106383,7.574188366957098,6.6,8.4,4.0,6.7
4310701600,3,2.5,1240,1115,3.0,False,0.0,3,8,1240,0,2003,,98103,47.6985,-122.34,1410,1355,340000.0,2014-11-13,2003.0,high-high,413.3333333333333,2.6975806451612905,low-low,True,274.19354838709677,360.4703998615198,0.27357560679343645,26,1994.2413793103449,9.875484373367193,9.1,5.3,4.0,6.7
6749700002,3,2.0,1340,1384,3.0,False,0.0,3,8,1340,0,2008,,98103,47.6973,-122.35,1110,1384,376000.0,2014-05-09,2008.0,high-high,446.6666666666667,3.098507462686567,low-low,True,280.5970149253731,360.4703998615198,0.2504903153596237,27,1981.3191489361702,9.75818089070191,8.7,5.7,4.0,6.7
9524100322,3,2.25,1140,1557,3.0,False,0.0,3,8,1140,0,2007,,98103,47.6947,-122.342,1140,1245,375000.0,2014-10-20,2007.0,high-high,380.0,4.097368421052631,low-low,True,328.94736842105266,360.4703998615198,0.09151208122269132,40,1988.32,9.45158063715639,6.5,8.6,4.0,6.7
2767704777,3,2.5,1460,1238,2.0,False,0.0,3,8,1200,260,2008,,98107,47.6719,-122.374,1280,1257,436000.0,2014-09-19,2008.0,high-high,600.0,2.0633333333333335,low-low,True,298.63013698630135,372.80056759545926,0.2218377977014966,28,1975.6410256410256,7.315170230469553,8.4,6.0,4.0,6.7
3278602490,3,2.5,1780,1754,3.0,False,0.0,3,8,1780,0,2007,,98126,47.548,-122.373,1780,1607,365000.0,2014-09-26,2007.0,high-high,593.3333333333334,2.9561797752808987,low-low,True,205.0561797752809,274.4500239120038,0.29148519284439184,24,1991.888888888889,7.239267715485414,9.3,4.9,4.0,6.7
5676000004,3,2.5,1430,1250,3.0,False,0.0,3,7,1430,0,2007,,98103,47.6904,-122.342,1360,1269,399000.0,2014-11-18,2007.0,high-high,476.6666666666667,2.622377622377622,low-low,True,279.02097902097904,360.4703998615198,0.25612287216865054,33,1982.7045454545455,8.973443086218571,8.8,7.2,1.0,6.7
5416510490,4,2.75,3000,5470,2.0,False,0.0,3,8,3000,0,2005,,98038,47.3613,-122.038,2420,4891,355000.0,2014-07-08,2005.0,high-high,1500.0,3.6466666666666665,low-low,True,118.33333333333333,170.92592592592592,0.36772478012531734,21,2003.1891891891892,35.8526932276201,9.7,4.3,4.0,6.7
6749700063,2,2.25,1230,989,3.0,False,0.0,3,8,1230,0,2007,,98103,47.6975,-122.348,1230,1223,356000.0,2014-12-15,2007.0,high-high,410.0,2.4121951219512194,low-low,True,289.4308943089431,360.4703998615198,0.21949328331899368,28,1984.0217391304348,9.772575511282483,8.4,6.0,4.0,6.7
9826700930,2,2.0,1480,804,3.0,False,0.0,3,8,1480,0,2008,,98122,47.602,-122.308,1380,1751,459000.0,2014-07-22,2008.0,high-high,493.3333333333333,1.6297297297297297,low-low,True,310.13513513513516,356.65223144472515,0.1397530430994008,33,1983.7631578947369,2.703174309717315,7.4,7.2,4.0,6.7
3126049500,3,1.5,1360,885,3.0,False,0.0,3,8,1360,0,2008,,98103,47.6961,-122.349,1360,1167,359000.0,2014-05-22,2008.0,high-high,453.3333333333333,1.9522058823529413,low-low,True,263.97058823529414,360.4703998615198,0.3115721560463798,22,1977.1363636363637,9.62073390532852,9.5,4.6,4.0,6.7
